2theta_deg,I
9.93898445022516e-10,30672.678
9.942070155208358e-10,30655.803
9.945155860191557e-10,30632.285
9.948241565174757e-10,30610.111
9.951327270157956e-10,30572.912
9.954412975141155e-10,30538.742
9.957498680124352e-10,30498.7
9.96058438510755e-10,30453.258
9.963670090090747e-10,30407.656
9.96675579507395e-10,30351.287
9.969841500057147e-10,30283.62
9.972927205040345e-10,30216.238
9.976012910023542e-10,30151.084
9.979098615006743e-10,30082.459
9.98218431998994e-10,30011.03
9.98527002497314e-10,29924.94
9.988355729956337e-10,29853.086
9.991441434939538e-10,29778.02
9.994527139922735e-10,29702.291
9.997612844905935e-10,29619.617
1.0000698549889132e-09,29540.846
1.0003784254872333e-09,29466.271
1.0006869959855528e-09,29388.352
1.000995566483873e-09,29306.588
1.0013041369821927e-09,29227.951
1.0016127074805126e-09,29155.895
1.0019212779788323e-09,29089.08
1.0022298484771523e-09,29016.455
1.0025384189754718e-09,28943.482
1.002846989473792e-09,28868.623
1.0031555599721118e-09,28799.732
1.0034641304704316e-09,28728.18
1.0037727009687515e-09,28660.879
1.0040812714670716e-09,28596.844
1.004389841965391e-09,28535.748
1.0046984124637113e-09,28467.371
1.005006982962031e-09,28402.387
1.0053155534603509e-09,28345.738
1.0056241239586706e-09,28287.988
1.0059326944569906e-09,28233.424
1.0062412649553103e-09,28175.227
1.0065498354536304e-09,28113.8
1.00685840595195e-09,28066.523
1.0071669764502701e-09,28017.72
1.0074755469485898e-09,27966.37
1.0077841174469097e-09,27919.053
1.0080926879452296e-09,27873.984
1.0084012584435496e-09,27828.336
1.0087098289418693e-09,27784.389
1.0090183994401894e-09,27739.594
1.009326969938509e-09,27691.91
1.009635540436829e-09,27645.836
1.0099441109351486e-09,27606.725
1.0102526814334689e-09,27564.705
1.0105612519317884e-09,27514.271
1.0108698224301084e-09,27473.783
1.0111783929284285e-09,27435.34
1.011486963426748e-09,27406.031
1.0117955339250683e-09,27374.62
1.012104104423388e-09,27345.11
1.0124126749217078e-09,27313.643
1.0127212454200277e-09,27287.883
1.0130298159183476e-09,27256.928
1.0133383864166672e-09,27233.875
1.0136469569149875e-09,27216.973
1.0139555274133072e-09,27198.2
1.014264097911627e-09,27172.688
1.0145726684099467e-09,27148.773
1.0148812389082668e-09,27132.334
1.0151898094065865e-09,27121.215
1.0154983799049066e-09,27107.303
1.0158069504032262e-09,27088.203
1.0161155209015463e-09,27061.0
1.016424091399866e-09,27047.059
1.0167326618981859e-09,27030.951
1.0170412323965055e-09,27015.188
1.0173498028948256e-09,26991.549
1.0176583733931453e-09,26968.906
1.0179669438914654e-09,26949.326
1.0182755143897852e-09,26932.201
1.0185840848881051e-09,26920.275
1.0188926553864248e-09,26900.03
1.019201225884745e-09,26882.27
1.0195097963830645e-09,26868.984
1.0198183668813846e-09,26856.5
1.0201269373797043e-09,26840.812
1.0204355078780242e-09,26827.781
1.0207440783763438e-09,26810.768
1.0210526488746641e-09,26801.494
1.0213612193729836e-09,26790.682
1.0216697898713037e-09,26779.846
1.0219783603696235e-09,26766.143
1.0222869308679434e-09,26754.314
1.022595501366263e-09,26743.225
1.0229040718645834e-09,26734.31
1.0232126423629028e-09,26721.023
1.023521212861223e-09,26711.55
1.0238297833595426e-09,26702.45
1.0241383538578627e-09,26688.996
1.0244469243561823e-09,26677.484
1.0247554948545024e-09,26669.254
1.0250640653528219e-09,26661.312
1.0253726358511422e-09,26654.611
1.0256812063494618e-09,26643.791
1.0259897768477817e-09,26640.432
1.0262983473461014e-09,26632.598
1.0266069178444215e-09,26626.502
1.0269154883427411e-09,26616.861
1.0272240588410612e-09,26613.008
1.027532629339381e-09,26605.207
1.027841199837701e-09,26600.69
1.0281497703360208e-09,26597.828
1.0284583408343407e-09,26591.203
1.0287669113326604e-09,26582.855
1.0290754818309805e-09,26582.43
1.0293840523293001e-09,26578.18
1.02969262282762e-09,26574.582
1.03000119332594e-09,26567.736
1.0303097638242598e-09,26559.455
1.0306183343225796e-09,26559.166
1.0309269048208995e-09,26556.719
1.0312354753192194e-09,26551.082
1.0315440458175393e-09,26546.541
1.0318526163158591e-09,26544.113
1.032161186814179e-09,26536.693
1.0324697573124989e-09,26538.512
1.0327783278108188e-09,26539.393
1.0330868983091384e-09,26535.578
1.0333954688074585e-09,26533.43
1.0337040393057784e-09,26531.078
1.034012609804098e-09,26526.492
1.0343211803024181e-09,26526.062
1.034629750800738e-09,26526.92
1.0349383212990577e-09,26526.4
1.0352468917973776e-09,26525.947
1.0355554622956974e-09,26520.547
1.0358640327940173e-09,26519.502
1.0361726032923372e-09,26511.318
1.036481173790657e-09,26502.771
1.0367897442889767e-09,26492.432
1.0370983147872968e-09,26482.232
1.0374068852856165e-09,26479.973
1.0377154557839366e-09,26475.418
1.0380240262822564e-09,26478.4
1.0383325967805761e-09,26480.05
1.038641167278896e-09,26480.936
1.0389497377772159e-09,26491.346
1.0392583082755357e-09,26502.213
1.0395668787738556e-09,26513.062
1.0398754492721755e-09,26515.367
1.0401840197704952e-09,26520.6
1.0404925902688152e-09,26526.613
1.0408011607671351e-09,26527.463
1.0411097312654548e-09,26525.053
1.0414183017637749e-09,26522.885
1.0417268722620947e-09,26520.78
1.0420354427604144e-09,26528.6
1.0423440132587343e-09,26527.955
1.0426525837570544e-09,26526.227
1.042961154255374e-09,26522.742
1.043269724753694e-09,26528.719
1.043578295252014e-09,26531.32
1.0438868657503339e-09,26534.713
1.0441954362486535e-09,26534.48
1.0445040067469736e-09,26528.176
1.0448125772452933e-09,26523.01
1.0451211477436134e-09,26526.45
1.045429718241933e-09,26525.291
1.0457382887402531e-09,26529.178
1.0460468592385726e-09,26531.898
1.0463554297368927e-09,26539.957
1.0466640002352123e-09,26549.766
1.0469725707335324e-09,26564.055
1.047281141231852e-09,26579.562
1.0475897117301722e-09,26590.55
1.0478982822284918e-09,26600.111
1.048206852726812e-09,26609.973
1.0485154232251316e-09,26621.049
1.0488239937234517e-09,26632.135
1.0491325642217711e-09,26639.932
1.0494411347200914e-09,26650.08
1.049749705218411e-09,26663.365
1.050058275716731e-09,26672.28
1.0503668462150506e-09,26678.07
1.050675416713371e-09,26688.004
1.0509839872116904e-09,26700.71
1.0512925577100105e-09,26709.002
1.0516011282083301e-09,26716.158
1.0519096987066502e-09,26725.664
1.0522182692049699e-09,26723.57
1.05252683970329e-09,26730.564
1.0528354102016096e-09,26743.656
1.0531439806999297e-09,26749.615
1.0534525511982494e-09,26755.441
1.0537611216965695e-09,26766.053
1.0540696921948891e-09,26777.264
1.0543782626932092e-09,26792.37
1.0546868331915287e-09,26815.377
1.0549954036898488e-09,26827.549
1.0553039741881684e-09,26843.877
1.0556125446864885e-09,26856.398
1.0559211151848082e-09,26872.47
1.0562296856831283e-09,26884.021
1.056538256181448e-09,26901.113
1.056846826679768e-09,26912.355
1.0571553971780877e-09,26920.254
1.0574639676764078e-09,26936.36
1.0577725381747274e-09,26955.256
1.0580811086730473e-09,26967.266
1.058389679171367e-09,26982.67
1.0586982496696873e-09,27001.654
1.0590068201680067e-09,27020.492
1.0593153906663268e-09,27042.955
1.0596239611646465e-09,27065.947
1.0599325316629666e-09,27084.47
1.0602411021612867e-09,27104.986
1.0605496726596063e-09,27129.521
1.0608582431579264e-09,27152.527
1.061166813656246e-09,27177.34
1.0614753841545662e-09,27200.326
1.0617839546528856e-09,27220.934
1.062092525151206e-09,27244.24
1.0624010956495256e-09,27269.027
1.0627096661478454e-09,27300.445
1.0630182366461653e-09,27321.51
1.0633268071444852e-09,27347.545
1.0636353776428047e-09,27370.625
1.063943948141125e-09,27390.6
1.0642525186394446e-09,27415.176
1.0645610891377647e-09,27437.732
1.0648696596360844e-09,27461.654
1.0651782301344045e-09,27481.611
1.0654868006327241e-09,27511.475
1.0657953711310442e-09,27539.264
1.0661039416293639e-09,27565.344
1.0664125121276837e-09,27591.365
1.0667210826260036e-09,27621.832
1.0670296531243235e-09,27660.727
1.0673382236226434e-09,27706.225
1.0676467941209632e-09,27746.521
1.067955364619283e-09,27788.963
1.068263935117603e-09,27838.186
1.0685725056159227e-09,27890.16
1.0688810761142428e-09,27942.527
1.0691896466125624e-09,27999.605
1.0694982171108827e-09,28057.303
1.069806787609202e-09,28109.13
1.070115358107522e-09,28163.709
1.070423928605842e-09,28223.48
1.0707324991041618e-09,28285.67
1.0710410696024817e-09,28356.082
1.0713496401008018e-09,28421.035
1.0716582105991212e-09,28492.652
1.0719667810974413e-09,28562.26
1.072275351595761e-09,28640.793
1.072583922094081e-09,28724.225
1.0728924925924007e-09,28803.72
1.0732010630907208e-09,28879.574
1.0735096335890405e-09,28955.559
1.0738182040873603e-09,29032.69
1.0741267745856802e-09,29109.428
1.074435345084e-09,29192.773
1.0747439155823198e-09,29276.057
1.0750524860806398e-09,29353.031
1.0753610565789595e-09,29445.113
1.0756696270772798e-09,29540.35
1.0759781975755997e-09,29628.305
1.0762867680739193e-09,29724.64
1.0765953385722394e-09,29822.24
1.076903909070559e-09,29917.795
1.0772124795688792e-09,30017.422
1.077521050067199e-09,30118.129
1.0778296205655187e-09,30219.75
1.0781381910638384e-09,30325.021
1.0784467615621587e-09,30433.297
1.0787553320604781e-09,30544.0
1.0790639025587984e-09,30657.887
1.0793724730571181e-09,30773.365
1.079681043555438e-09,30894.043
1.0799896140537576e-09,31015.113
1.0802981845520777e-09,31135.621
1.0806067550503974e-09,31266.209
1.0809153255487175e-09,31385.375
1.0812238960470374e-09,31510.705
1.0815324665453572e-09,31627.008
1.0818410370436767e-09,31747.105
1.082149607541997e-09,31868.389
1.0824581780403164e-09,31984.662
1.0827667485386367e-09,32094.033
1.0830753190369564e-09,32205.42
1.0833838895352765e-09,32309.217
1.0836924600335962e-09,32404.432
1.084001030531916e-09,32500.77
1.0843096010302357e-09,32603.793
1.0846181715285558e-09,32695.79
1.0849267420268754e-09,32787.562
1.0852353125251955e-09,32867.3
1.0855438830235152e-09,32944.44
1.085852453521835e-09,33025.992
1.0861610240201547e-09,33106.78
1.086469594518475e-09,33173.945
1.0867781650167945e-09,33236.625
1.0870867355151148e-09,33287.73
1.0873953060134345e-09,33341.266
1.0877038765117545e-09,33390.414
1.088012447010074e-09,33431.83
1.088321017508394e-09,33467.934
1.0886295880067137e-09,33493.94
1.0889381585050338e-09,33523.105
1.0892467290033535e-09,33540.223
1.0895552995016736e-09,33563.074
1.0898638699999932e-09,33575.535
1.0901724404983133e-09,33585.06
1.0904810109966328e-09,33590.85
1.090789581494953e-09,33601.87
1.0910981519932728e-09,33611.1
1.0914067224915928e-09,33619.113
1.0917152929899125e-09,33623.438
1.0920238634882324e-09,33627.055
1.0923324339865525e-09,33637.574
1.0926410044848721e-09,33646.465
1.0929495749831922e-09,33648.2
1.0932581454815119e-09,33651.215
1.0935667159798322e-09,33659.21
1.0938752864781516e-09,33669.074
1.0941838569764715e-09,33677.26
1.0944924274747914e-09,33687.625
1.0948009979731113e-09,33692.523
1.0951095684714311e-09,33700.723
1.0954181389697512e-09,33718.26
1.0957267094680707e-09,33738.01
1.0960352799663908e-09,33756.273
1.0963438504647104e-09,33779.754
1.0966524209630305e-09,33800.496
1.0969609914613502e-09,33827.73
1.0972695619596705e-09,33863.26
1.09757813245799e-09,33902.65
1.0978867029563098e-09,33940.934
1.0981952734546297e-09,33982.566
1.0985038439529496e-09,34020.57
1.0988124144512694e-09,34057.863
1.0991209849495895e-09,34100.418
1.099429555447909e-09,34153.992
1.0997381259462293e-09,34203.52
1.100046696444549e-09,34251.96
1.1003552669428688e-09,34301.484
1.1006638374411885e-09,34339.95
1.1009724079395086e-09,34383.13
1.1012809784378282e-09,34440.69
1.1015895489361485e-09,34493.613
1.1018981194344682e-09,34542.332
1.1022066899327879e-09,34589.066
1.1025152604311075e-09,34630.566
1.1028238309294276e-09,34677.59
1.1031324014277473e-09,34726.137
1.1034409719260676e-09,34764.688
1.1037495424243872e-09,34795.418
1.1040581129227071e-09,34821.477
1.1043666834210268e-09,34838.89
1.1046752539193469e-09,34849.895
1.1049838244176665e-09,34851.797
1.1052923949159868e-09,34849.336
1.1056009654143063e-09,34836.855
1.1059095359126266e-09,34805.52
1.1062181064109458e-09,34766.793
1.106526676909266e-09,34719.754
1.1068352474075856e-09,34663.89
1.1071438179059059e-09,34600.27
1.1074523884042253e-09,34533.723
1.1077609589025456e-09,34448.695
1.1080695294008653e-09,34361.117
1.1083780998991852e-09,34265.227
1.108686670397505e-09,34162.793
1.1089952408958251e-09,34036.242
1.1093038113941448e-09,33915.74
1.1096123818924647e-09,33789.336
1.1099209523907847e-09,33659.496
1.1102295228891042e-09,33524.215
1.1105380933874243e-09,33389.035
1.1108466638857442e-09,33244.215
1.111155234384064e-09,33110.344
1.111463804882384e-09,32973.83
1.1117723753807038e-09,32838.285
1.1120809458790237e-09,32704.213
1.1123895163773433e-09,32571.625
1.1126980868756632e-09,32440.162
1.113006657373983e-09,32309.717
1.113315227872303e-09,32190.135
1.1136237983706228e-09,32062.83
1.1139323688689427e-09,31939.662
1.1142409393672626e-09,31821.725
1.1145495098655823e-09,31714.213
1.1148580803639021e-09,31600.514
1.1151666508622222e-09,31498.674
1.1154752213605419e-09,31386.201
1.115783791858862e-09,31274.32
1.1160923623571818e-09,31172.795
1.1164009328555015e-09,31075.947
1.1167095033538214e-09,30988.355
1.1170180738521413e-09,30899.094
1.1173266443504611e-09,30812.387
1.117635214848781e-09,30735.215
1.117943785347101e-09,30665.223
1.1182523558454208e-09,30594.896
1.1185609263437404e-09,30525.133
1.1188694968420605e-09,30461.898
1.1191780673403802e-09,30401.02
1.1194866378387003e-09,30341.621
1.1197952083370201e-09,30292.998
1.12010377883534e-09,30249.074
1.1204123493336597e-09,30207.947
1.1207209198319796e-09,30166.11
1.1210294903302994e-09,30127.629
1.1213380608286193e-09,30094.8
1.1216466313269394e-09,30064.525
1.121955201825259e-09,30039.87
1.1222637723235791e-09,30017.268
1.1225723428218988e-09,29994.486
1.1228809133202185e-09,29979.947
1.1231894838185386e-09,29966.227
1.1234980543168584e-09,29956.889
1.1238066248151783e-09,29954.95
1.1241151953134982e-09,29953.611
1.1244237658118179e-09,29958.764
1.1247323363101377e-09,29959.248
1.125040906808458e-09,29966.877
1.1253494773067775e-09,29972.19
1.1256580478050976e-09,29983.744
1.1259666183034174e-09,29999.285
1.1262751888017373e-09,30014.863
1.1265837593000568e-09,30034.264
1.126892329798377e-09,30053.346
1.1272009002966965e-09,30074.576
1.1275094707950168e-09,30105.32
1.1278180412933365e-09,30145.986
1.1281266117916566e-09,30181.256
1.1284351822899762e-09,30224.738
1.1287437527882961e-09,30264.027
1.1290523232866158e-09,30305.746
1.1293608937849359e-09,30362.514
1.1296694642832557e-09,30416.584
1.1299780347815756e-09,30470.527
1.1302866052798955e-09,30527.82
1.1305951757782154e-09,30580.568
1.1309037462765348e-09,30634.668
1.1312123167748551e-09,30692.26
1.1315208872731748e-09,30760.531
1.1318294577714949e-09,30827.252
1.1321380282698145e-09,30894.406
1.1324465987681344e-09,30953.465
1.132755169266454e-09,31020.703
1.1330637397647742e-09,31095.234
1.133372310263094e-09,31178.756
1.133680880761414e-09,31262.803
1.1339894512597336e-09,31336.37
1.1342980217580537e-09,31414.262
1.1346065922563731e-09,31495.42
1.1349151627546934e-09,31583.234
1.135223733253013e-09,31677.072
1.1355323037513332e-09,31771.105
1.1358408742496528e-09,31864.787
1.136149444747973e-09,31957.207
1.1364580152462926e-09,32052.082
1.1367665857446125e-09,32156.146
1.1370751562429321e-09,32259.26
1.1373837267412522e-09,32363.564
1.1376922972395719e-09,32461.207
1.138000867737892e-09,32556.803
1.1383094382362116e-09,32648.54
1.1386180087345317e-09,32748.676
1.1389265792328512e-09,32845.066
1.1392351497311715e-09,32939.203
1.1395437202294911e-09,33030.24
1.1398522907278112e-09,33107.082
1.1401608612261309e-09,33182.305
1.140469431724451e-09,33256.652
1.1407780022227708e-09,33325.645
1.1410865727210905e-09,33390.445
1.1413951432194106e-09,33448.81
1.1417037137177303e-09,33504.098
1.1420122842160505e-09,33544.832
1.14232085471437e-09,33583.36
1.1426294252126899e-09,33611.527
1.1429379957110098e-09,33631.19
1.1432465662093296e-09,33641.53
1.1435551367076495e-09,33639.617
1.1438637072059696e-09,33631.98
1.1441722777042893e-09,33609.594
1.1444808482026093e-09,33584.363
1.1447894187009288e-09,33554.855
1.1450979891992489e-09,33517.617
1.1454065596975686e-09,33467.168
1.1457151301958888e-09,33391.773
1.1460237006942083e-09,33317.94
1.1463322711925286e-09,33244.594
1.1466408416908483e-09,33158.246
1.146949412189168e-09,33062.445
1.1472579826874878e-09,32961.18
1.1475665531858079e-09,32852.08
1.1478751236841274e-09,32736.182
1.1481836941824476e-09,32631.234
1.1484922646807673e-09,32512.363
1.1488008351790872e-09,32378.7
1.1491094056774069e-09,32251.713
1.1494179761757271e-09,32123.453
1.1497265466740466e-09,31992.705
1.150035117172367e-09,31867.012
1.1503436876706866e-09,31734.148
1.1506522581690062e-09,31605.34
1.1509608286673261e-09,31476.963
1.1512693991656462e-09,31355.54
1.1515779696639657e-09,31230.7
1.151886540162286e-09,31121.043
1.1521951106606056e-09,31004.227
1.1525036811589257e-09,30888.367
1.1528122516572454e-09,30786.371
1.1531208221555652e-09,30683.71
1.153429392653885e-09,30575.57
1.1537379631522052e-09,30466.375
1.1540465336505249e-09,30357.887
1.154355104148845e-09,30250.09
1.1546636746471646e-09,30151.814
1.1549722451454843e-09,30057.78
1.155280815643804e-09,29956.824
1.1555893861421242e-09,29848.723
1.155897956640444e-09,29753.104
1.156206527138764e-09,29657.588
1.1565150976370837e-09,29563.012
1.1568236681354035e-09,29474.795
1.1571322386337236e-09,29372.17
1.1574408091320435e-09,29277.498
1.1577493796303634e-09,29183.568
1.1580579501286832e-09,29092.938
1.1583665206270031e-09,29014.219
1.1586750911253228e-09,28933.504
1.1589836616236429e-09,28852.229
1.1592922321219625e-09,28780.678
1.1596008026202826e-09,28713.67
1.1599093731186023e-09,28641.807
1.1602179436169224e-09,28569.684
1.160526514115242e-09,28497.822
1.160835084613562e-09,28427.912
1.1611436551118818e-09,28356.611
1.1614522256102017e-09,28285.055
1.1617607961085213e-09,28226.994
1.1620693666068414e-09,28164.398
1.162377937105161e-09,28104.182
1.1626865076034814e-09,28049.277
1.1629950781018008e-09,27990.316
1.163303648600121e-09,27938.293
1.1636122190984406e-09,27886.99
1.1639207895967607e-09,27832.816
1.1642293600950803e-09,27783.262
1.1645379305934006e-09,27728.828
1.16484650109172e-09,27676.91
1.16515507159004e-09,27628.375
1.1654636420883596e-09,27574.787
1.1657722125866797e-09,27524.17
1.1660807830849994e-09,27482.39
1.1663893535833197e-09,27435.697
1.1666979240816391e-09,27384.053
1.1670064945799592e-09,27349.682
1.1673150650782789e-09,27305.129
1.167623635576599e-09,27263.654
1.1679322060749186e-09,27229.965
1.1682407765732387e-09,27196.746
1.1685493470715584e-09,27166.08
1.1688579175698783e-09,27145.486
1.169166488068198e-09,27125.342
1.169475058566518e-09,27102.725
1.1697836290648377e-09,27083.998
1.1700921995631578e-09,27065.812
1.1704007700614774e-09,27039.87
1.1707093405597977e-09,27017.504
1.1710179110581174e-09,26996.156
1.1713264815564373e-09,26970.105
1.171635052054757e-09,26946.408
1.171943622553077e-09,26929.46
1.1722521930513967e-09,26909.258
1.1725607635497168e-09,26898.896
1.1728693340480364e-09,26885.062
1.1731779045463563e-09,26878.742
1.1734864750446766e-09,26872.31
1.173795045542996e-09,26858.977
1.1741036160413164e-09,26840.559
1.174412186539636e-09,26821.094
1.1747207570379561e-09,26804.025
1.1750293275362756e-09,26790.975
1.1753378980345957e-09,26777.178
1.1756464685329151e-09,26764.166
1.1759550390312354e-09,26749.725
1.176263609529555e-09,26734.363
1.1765721800278752e-09,26724.723
1.1768807505261948e-09,26722.73
1.177189321024515e-09,26714.229
1.1774978915228344e-09,26707.406
1.1778064620211547e-09,26697.797
1.1781150325194743e-09,26686.92
1.1784236030177944e-09,26678.852
1.178732173516114e-09,26667.318
1.179040744014434e-09,26660.295
1.1793493145127534e-09,26650.79
1.1796578850110737e-09,26642.225
1.1799664555093934e-09,26638.627
1.1802750260077135e-09,26636.436
1.1805835965060331e-09,26632.52
1.1808921670043532e-09,26630.406
1.1812007375026727e-09,26628.643
1.181509308000993e-09,26621.766
1.1818178784993126e-09,26612.682
1.1821264489976327e-09,26611.12
1.1824350194959524e-09,26607.75
1.1827435899942725e-09,26600.83
1.1830521604925921e-09,26601.797
1.183360730990912e-09,26597.725
1.1836693014892317e-09,26590.125
1.1839778719875518e-09,26589.637
1.1842864424858714e-09,26594.203
1.1845950129841915e-09,26596.293
1.1849035834825112e-09,26602.37
1.1852121539808313e-09,26607.342
1.1855207244791507e-09,26606.191
1.185829294977471e-09,26614.83
1.1861378654757907e-09,26623.914
1.1864464359741105e-09,26635.072
1.1867550064724304e-09,26642.643
1.1870635769707505e-09,26647.293
1.1873721474690698e-09,26647.621
1.18768071796739e-09,26650.395
1.1879892884657097e-09,26657.219
1.1882978589640298e-09,26664.764
1.1886064294623495e-09,26672.09
1.1889149999606696e-09,26677.014
1.1892235704589892e-09,26687.586
1.1895321409573093e-09,26701.178
1.1898407114556292e-09,26720.957
1.1901492819539488e-09,26734.32
1.1904578524522691e-09,26748.566
1.1907664229505886e-09,26765.541
1.1910749934489087e-09,26782.375
1.1913835639472283e-09,26802.102
1.1916921344455484e-09,26825.8
1.192000704943868e-09,26850.396
1.1923092754421884e-09,26875.975
1.1926178459405078e-09,26902.742
1.1929264164388281e-09,26925.422
1.1932349869371474e-09,26953.348
1.1935435574354675e-09,26981.34
1.1938521279337871e-09,27015.66
1.1941606984321074e-09,27044.33
1.1944692689304269e-09,27072.643
1.1947778394287472e-09,27104.615
1.1950864099270669e-09,27142.488
1.1953949804253867e-09,27177.707
1.1957035509237064e-09,27223.736
1.1960121214220265e-09,27268.414
1.1963206919203461e-09,27306.555
1.1966292624186664e-09,27345.684
1.1969378329169861e-09,27393.361
1.1972464034153058e-09,27435.633
1.1975549739136254e-09,27490.762
1.1978635444119455e-09,27537.334
1.1981721149102652e-09,27587.723
1.1984806854085855e-09,27640.14
1.1987892559069052e-09,27690.95
1.1990978264052252e-09,27744.83
1.1994063969035447e-09,27802.686
1.1997149674018648e-09,27857.307
1.2000235379001844e-09,27911.906
1.2003321083985045e-09,27964.148
1.2006406788968242e-09,28017.615
1.2009492493951443e-09,28069.074
1.2012578198934642e-09,28132.549
1.2015663903917838e-09,28188.76
1.2018749608901035e-09,28240.525
1.2021835313884238e-09,28289.969
1.2024921018867432e-09,28345.58
1.2028006723850635e-09,28402.014
1.2031092428833832e-09,28458.924
1.203417813381703e-09,28517.875
1.2037263838800227e-09,28576.797
1.2040349543783428e-09,28627.465
1.2043435248766625e-09,28677.043
1.2046520953749826e-09,28728.271
1.2049606658733025e-09,28785.13
1.2052692363716223e-09,28833.35
1.205577806869942e-09,28880.266
1.205886377368262e-09,28914.375
1.2061949478665817e-09,28945.688
1.2065035183649018e-09,28984.188
1.2068120888632217e-09,29017.08
1.2071206593615416e-09,29045.443
1.2074292298598613e-09,29061.555
1.2077378003581811e-09,29073.828
1.208046370856501e-09,29073.604
1.2083549413548209e-09,29071.096
1.2086635118531408e-09,29068.764
1.2089720823514606e-09,29056.016
1.2092806528497807e-09,29038.045
1.2095892233481004e-09,29018.006
1.20989779384642e-09,28988.084
1.2102063643447401e-09,28957.36
1.2105149348430598e-09,28927.36
1.2108235053413799e-09,28886.508
1.2111320758396998e-09,28845.578
1.2114406463380194e-09,28797.844
1.2117492168363393e-09,28741.582
1.2120577873346592e-09,28690.307
1.212366357832979e-09,28638.521
1.212674928331299e-09,28584.037
1.212983498829619e-09,28532.305
1.2132920693279387e-09,28477.514
1.2136006398262583e-09,28415.566
1.2139092103245784e-09,28355.838
1.214217780822898e-09,28303.598
1.2145263513212182e-09,28240.826
1.214834921819538e-09,28181.162
1.215143492317858e-09,28118.465
1.2154520628161778e-09,28052.887
1.2157606333144975e-09,27990.389
1.2160692038128174e-09,27928.967
1.2163777743111372e-09,27868.19
1.2166863448094573e-09,27806.736
1.216994915307777e-09,27748.158
1.217303485806097e-09,27684.959
1.2176120563044167e-09,27629.357
1.2179206268027364e-09,27577.047
1.2182291973010565e-09,27520.426
1.2185377677993764e-09,27470.945
1.2188463382976962e-09,27425.932
1.2191549087960161e-09,27376.791
1.219463479294336e-09,27330.146
1.2197720497926556e-09,27288.104
1.2200806202909755e-09,27245.676
1.2203891907892954e-09,27198.8
1.2206977612876153e-09,27158.422
1.2210063317859352e-09,27111.05
1.221314902284255e-09,27067.314
1.2216234727825747e-09,27030.637
1.221932043280895e-09,26992.525
1.2222406137792144e-09,26954.846
1.2225491842775347e-09,26913.66
1.2228577547758544e-09,26880.156
1.2231663252741745e-09,26844.904
1.2234748957724942e-09,26815.324
1.223783466270814e-09,26786.002
1.2240920367691337e-09,26756.91
1.2244006072674538e-09,26729.3
1.2247091777657735e-09,26703.402
1.2250177482640935e-09,26675.08
1.2253263187624132e-09,26647.432
1.2256348892607333e-09,26622.21
1.2259434597590527e-09,26597.535
1.226252030257373e-09,26577.316
1.2265606007556927e-09,26553.748
1.2268691712540128e-09,26528.434
1.2271777417523325e-09,26509.541
1.2274863122506525e-09,26493.352
1.2277948827489718e-09,26475.402
1.228103453247292e-09,26457.025
1.2284120237456117e-09,26436.969
1.2287205942439318e-09,26418.027
1.2290291647422515e-09,26396.229
1.2293377352405716e-09,26380.348
1.2296463057388913e-09,26361.229
1.2299548762372113e-09,26343.193
1.230263446735531e-09,26327.096
1.230572017233851e-09,26312.04
1.2308805877321708e-09,26297.16
1.2311891582304908e-09,26289.56
1.2314977287288105e-09,26280.953
1.2318062992271304e-09,26269.504
1.23211486972545e-09,26259.064
1.2324234402237701e-09,26245.928
1.2327320107220898e-09,26230.326
1.2330405812204099e-09,26218.516
1.2333491517187295e-09,26211.252
1.2336577222170498e-09,26202.021
1.233966292715369e-09,26191.674
1.2342748632136894e-09,26178.586
1.234583433712009e-09,26170.004
1.234892004210329e-09,26165.805
1.2352005747086488e-09,26160.254
1.2355091452069689e-09,26154.78
1.2358177157052886e-09,26147.66
1.2361262862036084e-09,26138.352
1.236434856701928e-09,26122.434
1.2367434272002482e-09,26116.04
1.2370519976985678e-09,26111.717
1.2373605681968881e-09,26101.438
1.2376691386952076e-09,26093.1
1.2379777091935277e-09,26085.332
1.2382862796918476e-09,26075.955
1.2385948501901672e-09,26066.504
1.2389034206884875e-09,26061.879
1.2392119911868072e-09,26058.695
1.2395205616851273e-09,26049.984
1.239829132183447e-09,26034.469
1.2401377026817668e-09,26024.89
1.2404462731800865e-09,26020.438
1.2407548436784068e-09,26014.068
1.2410634141767262e-09,26009.594
1.2413719846750465e-09,26003.059
1.2416805551733662e-09,25993.434
1.2419891256716859e-09,25988.266
1.2422976961700055e-09,25988.783
1.2426062666683258e-09,25993.172
1.2429148371666453e-09,25987.943
1.2432234076649656e-09,25990.344
1.2435319781632852e-09,25993.523
1.2438405486616051e-09,25991.223
1.2441491191599248e-09,25993.547
1.244457689658245e-09,25991.096
1.2447662601565645e-09,25986.11
1.2450748306548848e-09,25984.537
1.2453834011532045e-09,25982.068
1.2456919716515244e-09,25979.805
1.2460005421498438e-09,25980.035
1.2463091126481641e-09,25978.637
1.2466176831464836e-09,25979.29
1.2469262536448039e-09,25983.771
1.2472348241431235e-09,25983.41
1.2475433946414436e-09,25986.883
1.2478519651397633e-09,25990.018
1.2481605356380832e-09,25996.46
1.2484691061364028e-09,26000.09
1.2487776766347231e-09,25999.057
1.2490862471330428e-09,25998.451
1.2493948176313627e-09,25997.486
1.2497033881296825e-09,25993.322
1.2500119586280022e-09,25990.355
1.2503205291263219e-09,25988.602
