x,I
1.0106168734994796,27815.135
1.0118723342238702,27808.414
1.0131277949482609,27815.729
1.0143832556726515,27827.146
1.0156387163970422,27834.494
1.0168941771214328,27839.938
1.0181496378458235,27854.9
1.019405098570214,27861.59
1.0206605592946048,27881.92
1.0219160200189954,27895.041
1.023171480743386,27901.947
1.0244269414677767,27896.07
1.0256824021921673,27908.064
1.026937862916558,27923.62
1.0281933236409488,27936.312
1.0294487843653395,27944.615
1.0307042450897301,27939.604
1.0319597058141208,27923.916
1.0332151665385114,27945.543
1.034470627262902,27950.127
1.035726087987293,27952.982
1.0369815487116836,27961.525
1.0382370094360742,27965.102
1.0394924701604649,27969.373
1.0407479308848555,28004.81
1.0420033916092462,28014.283
1.0432588523336368,28021.615
1.0445143130580274,28053.95
1.045769773782418,28070.002
1.0470252345068087,28058.205
1.0482806952311994,28041.494
1.04953615595559,28018.416
1.0507916166799807,28010.56
1.0520470774043713,28013.527
1.053302538128762,28025.22
1.0545579988531526,28001.158
1.0558134595775432,27994.334
1.057068920301934,28006.729
1.0583243810263245,28009.56
1.0595798417507152,28012.432
1.060835302475106,28018.9
1.0620907631994967,28008.178
1.0633462239238873,27998.035
1.064601684648278,28004.918
1.0658571453726686,28008.908
1.0671126060970593,27993.547
1.06836806682145,27994.613
1.0696235275458406,27989.178
1.0708789882702312,27988.246
1.0721344489946218,27990.852
1.0733899097190125,27995.803
1.0746453704434031,28006.535
1.0759008311677938,27997.287
1.0771562918921844,28017.129
1.078411752616575,28007.03
1.0796672133409657,28006.475
1.0809226740653564,28009.736
1.082178134789747,28012.662
1.0834335955141376,28012.82
1.0846890562385283,28018.736
1.085944516962919,27994.9
1.0871999776873096,27995.654
1.0884554384117002,28006.285
1.0897108991360909,28020.467
1.0909663598604815,28021.4
1.0922218205848722,28023.066
1.093477281309263,28019.057
1.0947327420336537,28026.852
1.0959882027580443,28038.676
1.097243663482435,28028.361
1.0984991242068256,28023.904
1.0997545849312163,28021.777
1.101010045655607,28020.639
1.1022655063799978,28036.295
1.1035209671043884,28029.572
1.104776427828779,28036.621
1.1060318885531697,28044.87
1.1072873492775603,28044.61
1.108542810001951,28055.924
1.1097982707263416,28062.719
1.1110537314507323,28043.887
1.112309192175123,28046.148
1.1135646528995136,28046.62
1.1148201136239042,28054.55
1.1160755743482949,28076.586
1.1173310350726855,28078.406
1.1185864957970761,28069.467
1.1198419565214668,28066.402
1.1210974172458574,28084.24
1.122352877970248,28096.834
1.1236083386946387,28104.78
1.1248637994190294,28113.023
1.1261192601434202,28094.143
1.1273747208678109,28088.012
1.1286301815922015,28099.953
1.1298856423165922,28102.63
1.1311411030409828,28107.895
1.1323965637653735,28106.297
1.133652024489764,28093.037
1.134907485214155,28090.965
1.1361629459385456,28112.84
1.1374184066629363,28115.44
1.138673867387327,28118.885
1.1399293281117175,28119.363
1.1411847888361082,28111.09
1.1424402495604988,28100.064
1.1436957102848895,28106.01
